raw_affiliation_string,to add,ror_id
"Department of Electrical Energy Storage Technology (EET), Institute of Energy and Automation, Technical University Berlin, Einsteinufer 11, 10587 Berlin, Germany",Technische Universität Clausthal,https://ror.org/04qb8nc58
"Department of Electrical Energy Storage Technology (EET), Technische Universität Berlin, Einsteinufer 11, 10587, Berlin, Germany",Technische Universität Clausthal,https://ror.org/04qb8nc58
Department of Electrical Energy Storage Technology Technische Universität Berlin  Einsteinufer 11 10587 Berlin Germany,Technische Universität Clausthal,https://ror.org/04qb8nc58
"Department of Electrical Energy Storage Technology, Technische Universität Berlin, 10623 Berlin, Germany",Technische Universität Clausthal,https://ror.org/04qb8nc58
"Department of Electrical Energy Storage Technology, Technische Universität Berlin, Berlin, Germany",Technische Universität Clausthal,https://ror.org/04qb8nc58
"Department of Electrical Energy Storage Technology, Technische Universität Berlin, Einsteinufer 11, 10587 Berlin, Germany",Technische Universität Clausthal,https://ror.org/04qb8nc58
"Department of Emergency Medicine, University Medical Center Goettingen, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Endoscopy and Ultrasound, Marienhospital Osnabrück, Academic Teaching Hospital, University of Hannover, Osnabrück, Germany",Universität Osnabrück,https://ror.org/04qmmjx98
"Department of Energy and Automation Technology, Electrical Energy Storage Technology, Technical University of Berlin, Einsteinufer 11, 10587 Berlin, Germany",Technische Universität Clausthal,https://ror.org/04qb8nc58
"Department of Energy and Automation Technology, Electrical Energy Storage Technology, Technical University of Berlin, Einsteinufer 11, Berlin, 10587, Germany",Technische Universität Clausthal,https://ror.org/04qb8nc58
"Department of Energy and Process Engineering, Institute for Electrical Energy Storage Technology (EES), Technical University of Munich, Arcisstr. 21, Munich, Bavaria, 80333, GERMANY",Technische Universität Clausthal,https://ror.org/04qb8nc58
"Department of Energy and Process Engineering, Institute for Electrical Energy Storage Technology (EES), Technical University of Munich, Arcisstr. 21, Neubiberg, Bavaria, 85579, GERMANY",Technische Universität Clausthal,https://ror.org/04qb8nc58
"Department of Environmental Engineering, Laboratories of Ecotoxicology and Analytical Chemistry, RheinMain University of Applied Sciences, P.O. Box 3251, 65022 Wiesbaden, Germany; Department of Experimental Phycology and Culture Collection of Algae, Georg-August-University, Göttingen, Germany. Electronic address: andreas.weber-theen@hs-rm.de",HAWK Hochschule für angewandte Wissenschaft und Kunst,https://ror.org/00f5q5839
"Department of Epidemiology, Helmholtz Center for Infection Research, Braunschweig; RNA Biology of Bacterial Infections, Helmholtz Institute for RNA-Based Infection Research, Würzburg; TI Bioresources, Biodata, and Digital Health (TI BBD), German Center for Infection Research (DZIF), Braunschweig; TWINCORE, Center for Experimental and Clinical Infection Research, Hanover",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"Department of Evolutionary Biology, Zoological Institute, Braunschweig University of Technology, 38106 Braunschweig, Germany",Technische Universität Braunschweig,https://ror.org/010nsgg66
Department of Experimental Neurodegeneration Center for Biostructural Imaging of Neurodegeneration University Medical Center Goettingen Goettingen Germany,Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Experimental Neurodegeneration Center for Biostructural Imaging of Neurodegeneration, University Medical Center, Goettingen  Goettingen Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
Department of Experimental Neurodegeneration Center for Nanoscale Microscopy and Molecular Physiology of the Brain Center for Biostructural Imaging of Neurodegeneration University Medical Center Goettingen  Goettingen Germany,Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Experimental Neurodegeneration, Center for Biostructural Imaging of Neurodegeneration University Medical Center Goettingen  Goettingen Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Experimental Neurodegeneration, Center for Biostructural Imaging of Neurodegeneration University Medical Center Goettingen  Göttingen Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Experimental Neurodegeneration, Center for Biostructural Imaging of Neurodegeneration, University Medical Center Goettinge, 37073 Göttingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Experimental Neurodegeneration, Center for Biostructural Imaging of Neurodegeneration, University Medical Center Goettingen, 37073 Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Experimental Neurodegeneration, Center for Biostructural Imaging of Neurodegeneration, University Medical Center Goettingen, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Experimental Neurodegeneration, Center for Biostructural Imaging of Neurodegeneration, University Medical Center Goettingen, Göttingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Experimental Neurodegeneration, Center for Biostructural Imaging of Neurodegeneration, University Medical Center Goettingen, Göttingen, Germany. Tiago.outeiro@newcastle.ac.uk",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Experimental Neurodegeneration, Center for Biostructural Imaging of Neurodegeneration, University Medical Center,  37075 Göttingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Experimental Neurodegeneration, Center for Biostructural Imaging of Neurodegeneration, University Medical Center, 37075 Göttingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Experimental Neurodegeneration, Center for Biostructural Imaging of Neurodegeneration, University Medical Center, Goettingen, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Experimental Neurodegeneration, Center for Nanoscale Microscopy and Molecular Physiology of the Brain, Center for Biostructural Imaging of Neurodegeneration, University Medical Center Goettingen, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Experimental Phycology and Culture Collection of Algae (EPSAG), Albrecht-von-Haller-Institute for Plant Sciences, Georg August University, 37073 Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Fluidmechanics, HAWK University of Applied Sciences and Arts Goettingen, Faculty I, 37085 Goettingen, Germany",HAWK Hochschule für angewandte Wissenschaft und Kunst,https://ror.org/00f5q5839
"Department of Forest Botany and Tree Physiology, Büsgen Institute, Büsgenweg 2, 37077 Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Forest Botany and Tree Physiology, Büsgen Institute, Büsgenweg 2, 37077 Göttingen, Germany;",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Forest Economics and Sustainable Land-Use Planning, Faculty of Forest Sciences and Forest Ecology, University of Goettingen, Büsgenweg 1, 37077 Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Forest Genetic Resources, Nordwestdeutsche Forstliche Versuchsanstalt (NW-FVA), 37079 Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Forest Growth, Northwest German Forest Research Institute (NW‐FVA), Grätzelstraße 2, 37079, Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Forest Growth, Northwest German Forest Research Institute, Grätzelstraße 2, 37079 Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Forest Nature Conservation, Faculty of Forest Science and Ecology, University of Göttingen, Büsgenweg 3, 37077, Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
Department of Forest Protection Northwest German Forest Research Institute  Göttingen Germany,Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Forest Protection, Northwest German Forest Research Institute (NW-FVA), 37079, Goettingen, Lower Saxony, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Forest Protection, Northwest German Forest Research Institute (NW-FVA), D-37079, Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Forest Protection, Northwest German Forest Research Institute (NW-FVA), Grätzelstraße 2, D37079 Goettingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Forest Protection, Northwest German Forest Research Institute (NW‐FVA), Grätzelstraße 2, 37079, Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Forest Protection, Northwest German Forest Research Institute (NW‐FVA), Grätzelstraße 2, D‐37079, Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Department of Forest Protection, Northwest German Forest Research Institute, Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
Department of Forest Zoology and Forest Conservation Büsgen‐Institute Göttingen University Göttingen Germany,Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
Department of Gastroenterology Gastrointestinal Oncology and Endocrinology University Medical Centre Goettingen Goettingen Germany,Universitätsmedizin Göttingen,https://ror.org/021ft0n22
Department of Gastroenterology Gastrointestinal Oncology and Endocrinology University Medicine Goettingen  Goettingen 37075 Germany,Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Gastroenterology and Endocrinology, University Medical Center Goettingen, Goettingen D-37075, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Gastroenterology and Gastroenterology Oncology, University Medical Centre, Göttingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
Department of Gastroenterology and Gastrointestinal Oncology Goettingen University Medical Center Goettingen  Germany,Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Gastroenterology and Gastrointestinal Oncology Goettingen, University Medical Center Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Gastroenterology and Gastrointestinal Oncology Goettingen, University Medical Center Goettingen, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
Department of Gastroenterology and Gastrointestinal Oncology University Medical Centre Goettingen  Goettingen Germany,Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Gastroenterology and Gastrointestinal Oncology and Endocrinology, University Medical Center Goettingen, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Gastroenterology and Gastrointestinal Oncology, University Medical Center Goettingen, 37075 Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Gastroenterology and Gastrointestinal Oncology, University Medical Center Goettingen, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Gastroenterology and Gastrointestinal Oncology, University Medical Centre Goettingen, D-37075 Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Gastroenterology and Gastrointestinal Oncology, University Medical Centre Goettingen, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Gastroenterology and Gastrointestinal Oncology, University Medical Centre Göttingen, Göttingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Gastroenterology, Gastrointestinal Oncology and Endocrinology, University Medical Center Goettingen, 37075 Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Gastroenterology, Gastrointestinal Oncology and Endocrinology, University Medical Center Goettingen, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Gastroenterology, Gastrointestinal Oncology and Endocrinology, University Medical Centre Goettingen, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Gastroenterology, Gastrointestinal Oncology and Endocrinology, University Medical Centre Göttingen, Göttingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Gastroenterology, Gastrointestinal Oncology and Endocrinology, University Medicine Goettingen, Goettingen, 37075 Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Gastroenterology, Gastrointestinal Oncology and Endocrinology, University Medicine Goettingen, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Gastroenterology, Gastrointestinal Oncology and Endocrinology, University Medicine Goettingen, Göttingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of General Practice, Medical School Hannover, University of Hannover, Hannover, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Department of General Practice, University Medical Center Goettingen , Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of General Practice, University Medical Center Goettingen, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of General and Visceral Surgery, University Medical Center Goettingen, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of General and Visceral Surgery, University Medical Center Goettingen, Goettingen, Germany;",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of General, Visceral and Paediatric Surgery, University Medical Centre Göttingen, Göttingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of General, Visceral and Pediatric Surgery, University Medical Center Goettingen, 37075 Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of General, Visceral and Pediatric Surgery, University Medical Center Goettingen, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of General, Visceral and Pediatric Surgery, University Medical Center Goettingen, Goettingen, Germany. johnsen.steven@mayo.edu",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of General, Visceral and Pediatric Surgery, University Medical Center Göttingen; Department of Radiotherapy and Oncology, Goethe University Frankfurt am Main; Department of Medical Hematology and Oncology, University Hospital Mannheim, University of Heidelberg",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of General, Visceral and Pediatric Surgery, University Medical Center, Goettingen, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of General, Visceral and Thoracic Surgery, Klinikum Hannoversch Muenden and Goettingen University, Muenden, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of General, Visceral and Thoracic Surgery, Klinikum Hannoversch Muenden, Goettingen University, Hannoversch Muenden",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of General, Visceral and Thoracic Surgery, Klinikum Hannoversch-Muenden, Goettingen University, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of General, Visceral and Thoracic Surgery, Klinikum Hannoversch-Muenden, Goettingen University, Göttingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of General, Visceral, and Pediatric Surgery University Medical Center Goettingen Goettingen Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of General, Visceral, and Pediatric Surgery, University Medical Center Goettingen, 37075 Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of General, Visceral, and Pediatric Surgery, University Medical Center Goettingen, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of General- and Visceral Surgery, University Hospital Göttingen , Göttingen , Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of General-, Visceral- and Pediatric Surgery, University Medical Center Goettingen, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of General-, Visceral-, and Pediatric Surgery, University Medical Center Goettingen, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
Department of General‐ and Visceral Surgery University Hospital Göttingen  Göttingen Germany,Universitätsmedizin Göttingen,https://ror.org/021ft0n22
Department of Genetic Epidemiology University Medical Center Goettingen  Goettingen Germany,Universitätsmedizin Göttingen,https://ror.org/021ft0n22
Department of Genetic Epidemiology University Medical Center Goettingen Goettingen Germany,Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Geography, Kiel University, Germany; Institute of Social Sciences, Carl von Ossietzky University, Germany",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Department of Geriatrics, University Medical Center Goettingen, Germany; DZHK (German Centre for Cardiovascular Research), partner site Goettingen, Germany. Electronic address: miroslava.valentova@med.uni-goettingen.de",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Geriatrics, University Medical Center Goettingen, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Gynecology and Obstetrics, AG Reproductive Medicine and Molecular Perinatology, Hannover Medical School, Carl-Neuberg-Str. 1, 30625, Hannover, Germany",Stiftung Tierärztliche Hochschule Hannover,https://ror.org/015qjqf64
"Department of Gynecology and Obstetrics, AG Reproductive Medicine and Molecular Perinatology, Hannover Medical School, Carl-Neuberg-Str. 1, 30625, Hannover, Germany. vonVersen-Hoeynck.Frauke@mh-hannover.de",Stiftung Tierärztliche Hochschule Hannover,https://ror.org/015qjqf64
"Department of Gynecology and Obstetrics, University Medicine Goettingen, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Gynecology, Agaplesion Hospital Neu Bethlehem, Göttingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Gynecology, MHH Hannover, Hannover, Germany",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"Department of Gynecology, University Medical Center Goettingen, 37075 Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Haemostaseology and Hemophilia Center, Medical Clinic 2, Institute of Transfusion Medicine, University Hospital Frankfurt, Frankfurt am Main; Department for Internal Medicine, Vascular Medicine and Haemostaseology, Vivantes Klinikum im Friedrichshain, Berlin; Institute of Experimental Hematology and Transfusion Medicine, University Hospital Bonn; Department of Hematology, Hemostaseology, Oncology and Stem Cell Transplantation, Hannover Medical School",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"Department of Health Information Management and Medical Informatics, School of Allied Medical Sciences, Tehran University of Medical Sciences, Tehran, Iran; Peter L. Reichertz Institute for Medical Informatics, TU Braunschweig and Hannover Medical School, Braunschweig, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Department of Health Information Management and Medical Informatics, School of Allied Medical Sciences, Tehran University of Medical Sciences, Tehran, Iran; Peter L. Reichertz Institute for Medical Informatics, TU Braunschweig and Hannover Medical School, Braunschweig, Germany",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"Department of Health Information Management, School of Allied Medical Sciences, Tehran University of Medical Sciences, Tehran, Iran & Peter L. Reichertz Institute for Medical Informatics (PLRI) of Technical University of Braunschweig and Hannover Medical School, Braunschweig, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Department of Health Professions, Applied Research and Development Physiotherapy, Bern University of Applied Sciences, Murtenstrasse 10, CH - 3008, Bern, Switzerland; Institute of Sport Science, University of Hildesheim, Institute of Sport Science, Universitätsplatz 1, DE - 31141, Hildesheim, Germany",HAWK Hochschule für angewandte Wissenschaft und Kunst,https://ror.org/00f5q5839
"Department of Health and Social Affairs, FHM Hannover—University of Applied Sciences, 30163 Hannover, Germany",Hochschule Hannover,https://ror.org/03m2kj587
"Department of Hematology and Medical Oncology, INDIGHO Laboratory, University Medical Center Goettingen (UMG), Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Hematology and Medical Oncology, University Hospital Goettingen, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Hematology and Medical Oncology, University Medical Center Goettingen (UMG), Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Hematology and Medical Oncology, University Medical Center Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Hematology and Medical Oncology, University Medical Center Goettingen, Germany; current address: Comprehensive Cancer Center, University Medical Center Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Hematology and Medical Oncology, University Medical Center Goettingen, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Hematology and Medical Oncology, University Medical Center Goettingen, Goettingen, Germany,",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Hematology and Medical Oncology, University Medicine Goettingen, 37075 Göttingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Hematology and Medical Oncology, University Medicine Goettingen, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Hematology and Oncology, University Medical Center Goettingen, 37075 Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Hematology and Oncology, University Medical Center Goettingen, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Hematology, Hemostaseology, Oncology and Stem Cell Transplantation, Hannover Medical School (MHH); Claudia von Schilling, Comprehensive Cancer Center Hannover; Interdisciplinary Work Group Renal Cell CarcinomaI of AUO and AIO at DKG (IAGN-DKG); West German Cancer Center, Clinic for Internal Medicine and Clinic for Urology, University Hospital Essen, Essen, Germany (AöR); Department Medical Hospital VI, University Medical Center Heidelberg, National Center for Tumor Diseases, Heidelberg; Department of Urology, Klinikum Stuttgart and Stuttgart Cancer Center - Tumor Center Eva Mayr-Stihl, Stuttgart; Urologikum Lübeck",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
Department of Horticultural Production University of Applied Sciences Osnabrueck Osnabrueck Germany,Hochschule Osnabrück,https://ror.org/059vymd37
"Department of Horticultural Production, University of Applied Sciences Osnabrueck, Osnabrueck, Germany",Hochschule Osnabrück,https://ror.org/059vymd37
"Department of Human Factors, Institute of Flight Guidance, German Aerospace Center, Lilienthalplatz 7, 38108 Brunswick, Germany",Technische Universität Braunschweig,https://ror.org/010nsgg66
"Department of Human-Centred Technological Development, Institute of Computer Science, Ruhr West University of Applied Sciences, Campus Bottrop, Germany. sabahat.oelcer@med.uni-goettingen.de",HAWK Hochschule für angewandte Wissenschaft und Kunst,https://ror.org/00f5q5839
"Department of Immunology and Rheumatology, Medical School Hannover, Germany",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"Department of Industrial/ Organizational and Social Psychology, University of Braunschweig, Germany",Technische Universität Braunschweig,https://ror.org/010nsgg66
"Department of Infection Control and Infectious Diseases, University Medical Centre Göttingen, Göttingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
Department of Information and Communication Faculty for Media Information and Design University of Applied Sciences and Arts Hannover  Hannover Germany,Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
Department of Information and Communication Faculty for Media Information and Design University of Applied Sciences and Arts Hannover  Hannover Germany,Hochschule Hannover,https://ror.org/03m2kj587
Department of Information and Communication Faculty for Media Information and Design University of Applied Sciences and Arts Hannover Hannover Germany,Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
Department of Information and Communication Faculty for Media Information and Design University of Applied Sciences and Arts Hannover Hannover Germany,Hochschule Hannover,https://ror.org/03m2kj587
"Department of Information and Communication, Faculty 3, Hanover University of Applied Sciences and Arts, Hanover, Germany",Hochschule Hannover,https://ror.org/03m2kj587
"Department of Information and Communication, Faculty for Media, Information and Design University of Applied Sciences and Arts  Hannover Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Department of Information and Communication, Faculty for Media, Information and Design University of Applied Sciences and Arts  Hannover Germany",Hochschule Hannover,https://ror.org/03m2kj587
"Department of Information and Communication, Faculty for Media, Information and Design University of Applied Sciences and Arts Hannover  Hannover Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Department of Information and Communication, Faculty for Media, Information and Design University of Applied Sciences and Arts Hannover  Hannover Germany",Hochschule Hannover,https://ror.org/03m2kj587
"Department of Information and Communication, Faculty for Media, Information and Design, University of Applied Sciences and Arts Hannover, Hannover, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Department of Information and Communication, Faculty for Media, Information and Design, University of Applied Sciences and Arts Hannover, Hannover, Germany",Hochschule Hannover,https://ror.org/03m2kj587
"Department of Information and Communication, Faculty for Media, Information and Design, University of Applied Sciences and Arts, Hannover, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Department of Information and Communication, Faculty for Media, Information and Design, University of Applied Sciences and Arts, Hannover, Germany",Hochschule Hannover,https://ror.org/03m2kj587
"Department of Information and Communication, University of Applied Sciences and Arts Hannover, Ricklinger Stadtweg 120, 30459, Hannover, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Department of Information and Communication, University of Applied Sciences and Arts Hannover, Ricklinger Stadtweg 120, 30459, Hannover, Germany",Hochschule Hannover,https://ror.org/03m2kj587
"Department of Innovative Clinical Trials, University Medical Centre Göttingen (UMG), Robert-Koch-Straße, 37075, Göttingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Internal Medicine I, St.-Johannes-Hospital, Dortmund, Germany. Department of Internal Medicine, Carl von Ossietzky University Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Department of Internal Medicine II, University Medical Center Regensburg, Regensburg, Germany; Clinic for Cardiology & Pneumology, Georg-August University Goettingen, DZHK (German Centre for Cardiovascular Research), partner site Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Internal Medicine II, University Medical Center, Regensburg, Germany & Clinic for Cardiology & Pneumology, Georg-August University Goettingen/German Center for Cardiovascular Research (DZHK), Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Internal Medicine and Radboud Center for Infectious Diseases, Radboud University Medical Center, 6525 GA Nijmegen, the Netherlands; Department of Computational Biology of Individualised Medicine, Centre for Individualised Infection Medicine (CiiM), a Joint Venture Between the Hannover Medical School and the Helmholtz Centre for Infection Research, Hannover, Lower Saxony, Germany; TWINCORE, Centre for Experimental and Clinical Infection Research, a Joint Venture Between the Hannover Medical School and the Helmholtz Centre for Infection Research, Hannover, Lower Saxony, Germany; Research Centre Innovations in Care, Rotterdam University of Applied Sciences, Rotterdam, the Netherlands",Hochschule Hannover,https://ror.org/03m2kj587
"Department of Internal Medicine, Division Experimental and Clinical Peptide Research, Pharis Biotech GmbH/Medical School Hannover, Feodor-Lynen-Str. 31, 30625 Hannover, Germany",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"Department of Mathematical Modelling and Data Analysis, Physikalisch-Technische Bundesanstalt Braunschweig und Berlin, Abbestr. 2-12, 10587, Berlin, Germany",Technische Universität Braunschweig,https://ror.org/010nsgg66
"Department of Mathematical Modelling and Data Analysis, Physikalisch-Technische Bundesanstalt Braunschweig und Berlin, Abbestrasse 2-12, 10587, Berlin, Germany",Technische Universität Braunschweig,https://ror.org/010nsgg66
"Department of Mathematical Modelling and Data Analysis, Physikalisch-Technische Bundesanstalt Braunschweig und Berlin, Abbestrasse 2-12, D-10587 Berlin, Germany",Technische Universität Braunschweig,https://ror.org/010nsgg66
Department of Mechanical Engineering Institute of Aircraft Design and Lightweight Structures TU Braunschweig BraunschweigGermany,Technische Universität Braunschweig,https://ror.org/010nsgg66
"Department of Media, Information and Design, University of Applied Sciences and Arts, Hannover, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Department of Media, Information and Design, University of Applied Sciences and Arts, Hannover, Germany",Hochschule Hannover,https://ror.org/03m2kj587
"Department of Medical Bioinformatics, University Medical Centre Göttingen, Göttingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Department of Medical Ethics and History of Medicine, University Medical Centre Göttingen, Göttingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
