id,publication_year,in_oal_missing
https://openalex.org/W3113914851,2020,set()
https://openalex.org/W3113945124,2020,set()
https://openalex.org/W3113958402,2020,set()
https://openalex.org/W3113962394,2020,set()
https://openalex.org/W3113977863,2020,set()
https://openalex.org/W3113982071,2020,set()
https://openalex.org/W3113986692,2020,set()
https://openalex.org/W3114001874,2020,set()
https://openalex.org/W3114004007,2020,set()
https://openalex.org/W3114015439,2020,set()
https://openalex.org/W3114022344,2020,set()
https://openalex.org/W3114044171,2020,set()
https://openalex.org/W3114044341,2020,set()
https://openalex.org/W3114055864,2020,set()
https://openalex.org/W3114057928,2021,{None}
https://openalex.org/W3114064592,2020,set()
https://openalex.org/W3114069895,2020,{None}
https://openalex.org/W3114086337,2020,set()
https://openalex.org/W3114100562,2020,{'Gottfried Wilhelm Leibniz Universität Hannover'}
https://openalex.org/W3114103558,2020,set()
https://openalex.org/W3114118599,2020,set()
https://openalex.org/W3114133198,2020,set()
https://openalex.org/W3114140995,2020,set()
https://openalex.org/W3114141392,2020,set()
https://openalex.org/W3114144763,2020,set()
https://openalex.org/W3114168415,2020,set()
https://openalex.org/W3114189267,2020,set()
https://openalex.org/W3114191086,2020,set()
https://openalex.org/W3114199732,2020,{None}
https://openalex.org/W3114201379,2020,set()
https://openalex.org/W3114217847,2020,set()
https://openalex.org/W3114229004,2020,set()
https://openalex.org/W3114232291,2020,set()
https://openalex.org/W3114241796,2020,set()
https://openalex.org/W3114244494,2020,set()
https://openalex.org/W3114254232,2020,set()
https://openalex.org/W3114257358,2020,{None}
https://openalex.org/W3114273906,2020,set()
https://openalex.org/W3114280202,2020,{None}
https://openalex.org/W3114304043,2020,set()
https://openalex.org/W3114307780,2020,set()
https://openalex.org/W3114311557,2020,set()
https://openalex.org/W3114315513,2020,set()
https://openalex.org/W3114319385,2020,set()
https://openalex.org/W3114336828,2020,set()
https://openalex.org/W3114338563,2020,set()
https://openalex.org/W3114339858,2020,{None}
https://openalex.org/W3114353478,2020,set()
https://openalex.org/W3114379619,2020,set()
https://openalex.org/W3114381508,2020,set()
https://openalex.org/W3114385072,2020,{None}
https://openalex.org/W3114393715,2020,set()
https://openalex.org/W3114398177,2020,set()
https://openalex.org/W3114410225,2020,set()
https://openalex.org/W3114420185,2020,set()
https://openalex.org/W3114433162,2021,{None}
https://openalex.org/W3114442582,2020,set()
https://openalex.org/W3114475233,2020,set()
https://openalex.org/W3114500449,2021,set()
https://openalex.org/W3114550005,2020,set()
https://openalex.org/W3114551497,2020,{'Georg-August-Universität Göttingen'}
https://openalex.org/W3114552577,2020,set()
https://openalex.org/W3114562492,2020,set()
https://openalex.org/W3114563911,2020,set()
https://openalex.org/W3114586971,2020,set()
https://openalex.org/W3114592528,2020,set()
https://openalex.org/W3114595233,2020,set()
https://openalex.org/W3114597554,2020,set()
https://openalex.org/W3114625770,2020,set()
https://openalex.org/W3114648512,2021,set()
https://openalex.org/W3114667184,2020,{'Fachhochschule für die Wirtschaft Hannover (FHDW)'}
https://openalex.org/W3114674672,2020,set()
https://openalex.org/W3114703365,2020,set()
https://openalex.org/W3114717217,2020,set()
https://openalex.org/W3114744725,2020,set()
https://openalex.org/W3114749731,2020,set()
https://openalex.org/W3114760250,2020,set()
https://openalex.org/W3114776402,2021,set()
https://openalex.org/W3114790130,2020,set()
https://openalex.org/W3114794498,2020,{None}
https://openalex.org/W3114817092,2020,set()
https://openalex.org/W3114831328,2020,{None}
https://openalex.org/W3114834646,2020,set()
https://openalex.org/W3114836027,2020,set()
https://openalex.org/W3114845683,2020,set()
https://openalex.org/W3114850172,2020,{None}
https://openalex.org/W3114880790,2020,set()
https://openalex.org/W3114891946,2020,set()
https://openalex.org/W3114894236,2020,set()
https://openalex.org/W3114900756,2021,set()
https://openalex.org/W3114900872,2020,set()
https://openalex.org/W3114910657,2020,set()
https://openalex.org/W3114913108,2020,set()
https://openalex.org/W3114913544,2020,set()
https://openalex.org/W3114924705,2020,set()
https://openalex.org/W3114929841,2020,{None}
https://openalex.org/W3114939203,2020,set()
https://openalex.org/W3114940216,2022,set()
https://openalex.org/W3114948913,2020,set()
https://openalex.org/W3114962810,2020,set()
https://openalex.org/W3114985358,2020,{'Hochschule Osnabrück'}
https://openalex.org/W3114988689,2020,set()
https://openalex.org/W3114997537,2020,set()
https://openalex.org/W3115008139,2020,set()
https://openalex.org/W3115011150,2020,set()
https://openalex.org/W3115011961,2020,set()
https://openalex.org/W3115012120,2021,set()
https://openalex.org/W3115014997,2020,set()
https://openalex.org/W3115018346,2020,set()
https://openalex.org/W3115020539,2020,set()
https://openalex.org/W3115025466,2020,set()
https://openalex.org/W3115027815,2020,set()
https://openalex.org/W3115046687,2020,set()
https://openalex.org/W3115054175,2020,set()
https://openalex.org/W3115055816,2020,set()
https://openalex.org/W3115058694,2020,set()
https://openalex.org/W3115059715,2020,set()
https://openalex.org/W3115066413,2020,set()
https://openalex.org/W3115091518,2020,set()
https://openalex.org/W3115093866,2020,set()
https://openalex.org/W3115105958,2020,set()
https://openalex.org/W3115110184,2020,set()
https://openalex.org/W3115115286,2020,set()
https://openalex.org/W3115116830,2020,set()
https://openalex.org/W3115127176,2020,set()
https://openalex.org/W3115132106,2020,{None}
https://openalex.org/W3115154288,2020,set()
https://openalex.org/W3115174645,2020,set()
https://openalex.org/W3115177024,2020,set()
https://openalex.org/W3115209271,2020,set()
https://openalex.org/W3115213141,2020,set()
https://openalex.org/W3115227927,2020,set()
https://openalex.org/W3115237158,2020,set()
https://openalex.org/W3115243736,2020,set()
https://openalex.org/W3115259529,2020,set()
https://openalex.org/W3115285148,2020,set()
https://openalex.org/W3115298280,2020,set()
https://openalex.org/W3115307909,2023,set()
https://openalex.org/W3115308183,2020,set()
https://openalex.org/W3115314514,2020,set()
https://openalex.org/W3115317832,2021,set()
https://openalex.org/W3115328145,2020,set()
https://openalex.org/W3115333143,2020,set()
https://openalex.org/W3115340459,2020,set()
https://openalex.org/W3115341715,2020,set()
https://openalex.org/W3115347953,2020,set()
https://openalex.org/W3115357260,2020,{None}
https://openalex.org/W3115359620,2020,set()
https://openalex.org/W3115374100,2020,set()
https://openalex.org/W3115374707,2020,{None}
https://openalex.org/W3115391166,2020,set()
https://openalex.org/W3115394720,2020,set()
https://openalex.org/W3115406362,2020,set()
https://openalex.org/W3115435095,2020,set()
https://openalex.org/W3115446254,2020,set()
https://openalex.org/W3115472872,2020,set()
https://openalex.org/W3115491709,2022,set()
https://openalex.org/W3115491733,2020,set()
https://openalex.org/W3115491877,2020,{'Fachhochschule für die Wirtschaft Hannover (FHDW)'}
https://openalex.org/W3115506269,2020,set()
https://openalex.org/W3115528308,2020,set()
https://openalex.org/W3115556330,2020,set()
https://openalex.org/W3115566009,2020,set()
https://openalex.org/W3115572507,2020,set()
https://openalex.org/W3115582993,2020,set()
https://openalex.org/W3115599413,2020,set()
https://openalex.org/W3115615603,2020,set()
https://openalex.org/W3115616146,2020,set()
https://openalex.org/W3115616339,2020,set()
https://openalex.org/W3115627348,2020,set()
https://openalex.org/W3115628792,2020,set()
https://openalex.org/W3115634695,2020,set()
https://openalex.org/W3115664552,2020,set()
https://openalex.org/W3115675332,2020,set()
https://openalex.org/W3115678674,2020,set()
https://openalex.org/W3115681738,2020,set()
https://openalex.org/W3115729580,2020,set()
https://openalex.org/W3115732575,2021,set()
https://openalex.org/W3115771426,2020,set()
https://openalex.org/W3115781942,2020,set()
https://openalex.org/W3115787215,2020,set()
https://openalex.org/W3115788969,2020,{None}
https://openalex.org/W3115796643,2020,set()
https://openalex.org/W3115828076,2020,set()
https://openalex.org/W3115837577,2020,{None}
https://openalex.org/W3115847073,2020,set()
https://openalex.org/W3115867606,2020,set()
https://openalex.org/W3115886566,2020,{None}
https://openalex.org/W3115890747,2020,set()
https://openalex.org/W3115899430,2020,set()
https://openalex.org/W3115900716,2020,set()
https://openalex.org/W3115911005,2020,set()
https://openalex.org/W3115912149,2020,set()
https://openalex.org/W3115921832,2020,set()
https://openalex.org/W3115926003,2020,set()
https://openalex.org/W3115933679,2020,set()
https://openalex.org/W3115962819,2020,set()
https://openalex.org/W3115964072,2020,{None}
https://openalex.org/W3115966927,2020,{'Georg-August-Universität Göttingen'}
https://openalex.org/W3115969427,2020,set()
https://openalex.org/W3116011653,2021,{None}
https://openalex.org/W3116015051,2020,set()
https://openalex.org/W3116027167,2020,set()
https://openalex.org/W3116040952,2020,{'Georg-August-Universität Göttingen'}
https://openalex.org/W3116058592,2020,set()
https://openalex.org/W3116074778,2020,set()
https://openalex.org/W3116077769,2020,set()
https://openalex.org/W3116078029,2020,set()
https://openalex.org/W3116085725,2020,{None}
https://openalex.org/W3116097542,2020,set()
https://openalex.org/W3116101813,2020,set()
https://openalex.org/W3116112570,2020,set()
https://openalex.org/W3116122611,2020,set()
https://openalex.org/W3116149263,2020,set()
https://openalex.org/W3116161937,2020,set()
https://openalex.org/W3116175848,2020,set()
https://openalex.org/W3116182579,2020,set()
https://openalex.org/W3116195088,2020,set()
https://openalex.org/W3116212306,2020,set()
https://openalex.org/W3116220287,2020,set()
https://openalex.org/W3116239181,2020,set()
https://openalex.org/W3116287253,2020,set()
https://openalex.org/W3116297457,2020,set()
https://openalex.org/W3116301636,2020,set()
https://openalex.org/W3116306927,2020,set()
https://openalex.org/W3116320890,2020,set()
https://openalex.org/W3116347158,2021,set()
https://openalex.org/W3116352259,2020,set()
https://openalex.org/W3116360101,2020,set()
https://openalex.org/W3116386278,2020,set()
https://openalex.org/W3116401275,2020,set()
https://openalex.org/W3116408024,2020,set()
https://openalex.org/W3116411032,2020,set()
https://openalex.org/W3116432913,2020,set()
https://openalex.org/W3116440417,2020,set()
https://openalex.org/W3116443229,2020,set()
https://openalex.org/W3116472771,2021,set()
https://openalex.org/W3116474211,2021,set()
https://openalex.org/W3116475564,2020,set()
https://openalex.org/W3116477431,2020,set()
https://openalex.org/W3116502704,2020,set()
https://openalex.org/W3116509452,2020,set()
https://openalex.org/W3116511822,2020,set()
https://openalex.org/W3116531021,2020,set()
https://openalex.org/W3116533926,2020,set()
https://openalex.org/W3116553005,2020,{'Gottfried Wilhelm Leibniz Universität Hannover'}
https://openalex.org/W3116564990,2021,set()
https://openalex.org/W3116565743,2020,set()
https://openalex.org/W3116567336,2020,set()
https://openalex.org/W3116578659,2020,set()
https://openalex.org/W3116588740,2020,set()
https://openalex.org/W3116589053,2020,{None}
https://openalex.org/W3116600621,2020,set()
https://openalex.org/W3116604123,2020,set()
https://openalex.org/W3116607539,2020,set()
https://openalex.org/W3116616134,2020,set()
https://openalex.org/W3116630490,2020,set()
https://openalex.org/W3116641218,2020,set()
https://openalex.org/W3116679746,2020,set()
https://openalex.org/W3116680647,2020,set()
https://openalex.org/W3116686821,2020,set()
https://openalex.org/W3116688226,2020,set()
https://openalex.org/W3116690913,2020,set()
https://openalex.org/W3116702448,2020,set()
https://openalex.org/W3116715218,2020,{None}
https://openalex.org/W3116758282,2021,set()
https://openalex.org/W3116758909,2020,set()
https://openalex.org/W3116778570,2020,set()
https://openalex.org/W3116794839,2020,set()
https://openalex.org/W3116794928,2020,set()
https://openalex.org/W3116794940,2020,set()
https://openalex.org/W3116808553,2020,set()
https://openalex.org/W3116811405,2020,set()
https://openalex.org/W3116818883,2020,set()
https://openalex.org/W3116826118,2021,set()
https://openalex.org/W3116841091,2020,set()
https://openalex.org/W3116843060,2020,set()
https://openalex.org/W3116853286,2020,set()
https://openalex.org/W3116863836,2020,set()
https://openalex.org/W3116863886,2020,set()
https://openalex.org/W3116885668,2020,set()
https://openalex.org/W3116889182,2020,set()
https://openalex.org/W3116895717,2023,set()
https://openalex.org/W3116895944,2020,{None}
https://openalex.org/W3116939230,2020,set()
https://openalex.org/W3116952143,2020,set()
https://openalex.org/W3116953277,2020,set()
https://openalex.org/W3116991581,2020,set()
https://openalex.org/W3117001340,2021,set()
https://openalex.org/W3117006100,2020,set()
https://openalex.org/W3117014854,2020,set()
https://openalex.org/W3117028405,2020,set()
https://openalex.org/W3117031117,2020,set()
https://openalex.org/W3117031915,2020,set()
https://openalex.org/W3117036768,2020,{'Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH'}
https://openalex.org/W3117036980,2021,set()
https://openalex.org/W3117051621,2020,{'Georg-August-Universität Göttingen'}
https://openalex.org/W3117079728,2021,set()
https://openalex.org/W3117096276,2020,set()
https://openalex.org/W3117107945,2020,set()
https://openalex.org/W3117112256,2020,set()
https://openalex.org/W3117136314,2020,{None}
https://openalex.org/W3117154435,2020,set()
https://openalex.org/W3117159332,2020,set()
https://openalex.org/W3117232486,2020,set()
https://openalex.org/W3117232683,2020,set()
https://openalex.org/W3117233419,2020,set()
https://openalex.org/W3117234050,2020,{None}
https://openalex.org/W3117239499,2023,set()
https://openalex.org/W3117256701,2020,set()
https://openalex.org/W3117258471,2020,set()
https://openalex.org/W3117260254,2020,set()
https://openalex.org/W3117289098,2020,set()
https://openalex.org/W3117292395,2020,set()
https://openalex.org/W3117298833,2020,set()
https://openalex.org/W3117315975,2021,set()
https://openalex.org/W3117327643,2020,{None}
https://openalex.org/W3117344948,2020,set()
https://openalex.org/W3117349634,2020,set()
https://openalex.org/W3117355290,2020,"{'Laser Zentrum Hannover e.V. (LZH)', 'Technische Universität Braunschweig'}"
https://openalex.org/W3117359400,2020,set()
https://openalex.org/W3117368760,2020,set()
https://openalex.org/W3117380745,2020,set()
https://openalex.org/W3117384287,2021,set()
https://openalex.org/W3117393337,2020,{None}
https://openalex.org/W3117399456,2020,{'Hochschule Osnabrück'}
https://openalex.org/W3117401843,2020,set()
https://openalex.org/W3117402468,2020,set()
https://openalex.org/W3117406239,2020,set()
https://openalex.org/W3117437959,2020,set()
https://openalex.org/W3117441795,2020,set()
https://openalex.org/W3117462436,2021,set()
https://openalex.org/W3117476796,2020,{None}
https://openalex.org/W3117494991,2020,set()
https://openalex.org/W3117498610,2020,set()
https://openalex.org/W3117500396,2020,set()
https://openalex.org/W3117500952,2023,set()
https://openalex.org/W3117515514,2020,set()
https://openalex.org/W3117541901,2020,set()
https://openalex.org/W3117545795,2020,set()
https://openalex.org/W3117549224,2020,set()
https://openalex.org/W3117556106,2021,set()
https://openalex.org/W3117567116,2020,set()
https://openalex.org/W3117569994,2020,{'Ostfalia Hochschule für angewandte Wissenschaften'}
https://openalex.org/W3117571615,2020,set()
https://openalex.org/W3117601337,2020,{'Helmholtz-Zentrum für Infektionsforschung (HZI)'}
https://openalex.org/W3117634193,2020,set()
https://openalex.org/W3117643553,2020,set()
https://openalex.org/W3117662728,2020,set()
https://openalex.org/W3117666089,2020,set()
https://openalex.org/W3117676887,2022,set()
https://openalex.org/W3117679773,2020,set()
https://openalex.org/W3117695778,2020,set()
https://openalex.org/W3117706305,2020,set()
https://openalex.org/W3117708375,2020,set()
https://openalex.org/W3117714877,2020,{'Gottfried Wilhelm Leibniz Universität Hannover'}
https://openalex.org/W3117734170,2020,set()
https://openalex.org/W3117740482,2020,set()
https://openalex.org/W3117768596,2020,set()
https://openalex.org/W3117785953,2020,{'Deutsches Primatenzentrum GmbH - Leibniz-Institut für Primatenforschung (DPZ)'}
https://openalex.org/W3117786747,2021,set()
https://openalex.org/W3117786822,2020,set()
https://openalex.org/W3117793375,2020,{'Gottfried Wilhelm Leibniz Universität Hannover'}
https://openalex.org/W3117807217,2020,set()
https://openalex.org/W3117827150,2020,{None}
https://openalex.org/W3117836548,2020,set()
https://openalex.org/W3117853251,2020,set()
https://openalex.org/W3117866219,2020,set()
https://openalex.org/W3117866505,2020,set()
https://openalex.org/W3117880594,2020,set()
https://openalex.org/W3117884837,2020,set()
https://openalex.org/W3117889108,2020,set()
https://openalex.org/W3117891015,2020,set()
https://openalex.org/W3117898119,2021,{None}
https://openalex.org/W3117914309,2020,set()
https://openalex.org/W3117922816,2021,{None}
https://openalex.org/W3117936830,2020,set()
https://openalex.org/W3117950612,2020,{None}
https://openalex.org/W3117953006,2020,set()
https://openalex.org/W3117962093,2020,set()
https://openalex.org/W3117986197,2020,set()
https://openalex.org/W3117996390,2020,set()
https://openalex.org/W3118009289,2020,set()
https://openalex.org/W3118032863,2020,set()
https://openalex.org/W3118039860,2020,set()
https://openalex.org/W3118047264,2020,set()
https://openalex.org/W3118065595,2020,set()
https://openalex.org/W3118066541,2020,set()
https://openalex.org/W3118080337,2020,{'Georg-August-Universität Göttingen'}
https://openalex.org/W3118092474,2020,set()
https://openalex.org/W3118093767,2020,set()
https://openalex.org/W3118097849,2020,set()
https://openalex.org/W3118101910,2020,set()
https://openalex.org/W3118143942,2020,set()
https://openalex.org/W3118148027,2020,set()
https://openalex.org/W3118149947,2020,set()
https://openalex.org/W3118156069,2020,set()
https://openalex.org/W3118160052,2020,{'Georg-August-Universität Göttingen'}
https://openalex.org/W3118170278,2020,set()
https://openalex.org/W3118186393,2020,set()
https://openalex.org/W3118210323,2020,set()
https://openalex.org/W3118226348,2020,set()
https://openalex.org/W3118226515,2020,set()
https://openalex.org/W3118240580,2021,set()
https://openalex.org/W3118243947,2020,set()
https://openalex.org/W3118249764,2021,set()
https://openalex.org/W3118254932,2020,{'Georg-August-Universität Göttingen'}
https://openalex.org/W3118258072,2021,set()
https://openalex.org/W3118267056,2021,set()
https://openalex.org/W3118268302,2021,set()
https://openalex.org/W3118270602,2021,set()
https://openalex.org/W3118272552,2021,set()
https://openalex.org/W3118277210,2021,set()
https://openalex.org/W3118278847,2021,{None}
https://openalex.org/W3118283194,2021,set()
https://openalex.org/W3118290388,2022,set()
https://openalex.org/W3118291930,2021,set()
https://openalex.org/W3118295901,2021,set()
https://openalex.org/W3118302175,2021,set()
https://openalex.org/W3118302333,2020,{'Georg-August-Universität Göttingen'}
https://openalex.org/W3118304469,2021,set()
https://openalex.org/W3118310848,2021,set()
https://openalex.org/W3118312965,2021,{None}
https://openalex.org/W3118315463,2020,set()
https://openalex.org/W3118331744,2021,set()
https://openalex.org/W3118335312,2021,set()
https://openalex.org/W3118335850,2020,set()
https://openalex.org/W3118339220,2021,{None}
https://openalex.org/W3118344785,2023,set()
https://openalex.org/W3118351025,2021,set()
https://openalex.org/W3118353944,2020,set()
https://openalex.org/W3118353974,2020,set()
https://openalex.org/W3118354381,2020,{'Georg-August-Universität Göttingen'}
https://openalex.org/W3118355270,2021,set()
https://openalex.org/W3118358092,2020,{None}
https://openalex.org/W3118363340,2020,set()
https://openalex.org/W3118365418,2020,{None}
https://openalex.org/W3118383639,2020,set()
https://openalex.org/W3118385470,2021,{'Georg-August-Universität Göttingen'}
https://openalex.org/W3118390011,2021,set()
https://openalex.org/W3118407682,2020,set()
https://openalex.org/W3118410011,2021,set()
https://openalex.org/W3118415022,2020,{None}
https://openalex.org/W3118417079,2021,set()
https://openalex.org/W3118420154,2021,{'Georg-August-Universität Göttingen'}
https://openalex.org/W3118420879,2021,set()
https://openalex.org/W3118422066,2021,set()
https://openalex.org/W3118423406,2021,set()
https://openalex.org/W3118423457,2021,set()
https://openalex.org/W3118427592,2021,set()
https://openalex.org/W3118432295,2021,{'Georg-August-Universität Göttingen'}
https://openalex.org/W3118434949,2020,set()
https://openalex.org/W3118444384,2021,set()
https://openalex.org/W3118447280,2021,set()
https://openalex.org/W3118448516,2021,set()
https://openalex.org/W3118454976,2021,set()
https://openalex.org/W3118482656,2021,set()
https://openalex.org/W3118490570,2021,set()
https://openalex.org/W3118492614,2021,set()
https://openalex.org/W3118493735,2021,set()
https://openalex.org/W3118497099,2021,set()
https://openalex.org/W3118519576,2021,set()
https://openalex.org/W3118524992,2021,set()
https://openalex.org/W3118529888,2021,set()
https://openalex.org/W3118536607,2021,set()
https://openalex.org/W3118537661,2021,set()
https://openalex.org/W3118539070,2021,set()
https://openalex.org/W3118545708,2021,"{'Laser Zentrum Hannover e.V. (LZH)', 'Technische Universität Braunschweig'}"
https://openalex.org/W3118547504,2021,set()
https://openalex.org/W3118552119,2021,set()
https://openalex.org/W3118553511,2020,set()
https://openalex.org/W3118555634,2021,set()
https://openalex.org/W3118562338,2021,set()
https://openalex.org/W3118569667,2021,set()
https://openalex.org/W3118571719,2021,{None}
https://openalex.org/W3118575621,2021,set()
https://openalex.org/W3118579557,2021,{'Hochschule für angewandte Wissenschaft und Kunst Hildesheim/Holzminden/Göttingen'}
https://openalex.org/W3118592187,2021,set()
https://openalex.org/W3118608551,2021,set()
https://openalex.org/W3118610300,2021,set()
https://openalex.org/W3118619484,2021,set()
https://openalex.org/W3118625300,2020,set()
https://openalex.org/W3118637746,2021,set()
https://openalex.org/W3118637934,2021,set()
https://openalex.org/W3118639096,2021,set()
https://openalex.org/W3118639735,2021,set()
https://openalex.org/W3118642030,2021,set()
https://openalex.org/W3118664085,2021,set()
https://openalex.org/W3118674643,2021,set()
https://openalex.org/W3118686193,2021,set()
https://openalex.org/W3118693826,2021,set()
https://openalex.org/W3118701750,2021,set()
https://openalex.org/W3118723661,2021,set()
https://openalex.org/W3118732008,2021,{None}
https://openalex.org/W3118736822,2021,set()
https://openalex.org/W3118739511,2021,{'Georg-August-Universität Göttingen'}
https://openalex.org/W3118743617,2021,set()
https://openalex.org/W3118744915,2021,{'Georg-August-Universität Göttingen'}
https://openalex.org/W3118744933,2021,set()
https://openalex.org/W3118746222,2021,set()
https://openalex.org/W3118749706,2021,set()
https://openalex.org/W3118750394,2021,set()
https://openalex.org/W3118769586,2020,set()
https://openalex.org/W3118781576,2021,set()
https://openalex.org/W3118784563,2021,set()
https://openalex.org/W3118788323,2021,{None}
https://openalex.org/W3118795041,2021,set()
https://openalex.org/W3118797736,2021,set()
https://openalex.org/W3118818096,2021,set()
https://openalex.org/W3118837712,2020,set()
https://openalex.org/W3118860614,2021,set()
https://openalex.org/W3118867697,2021,set()
https://openalex.org/W3118868563,2021,set()
https://openalex.org/W3118869271,2021,set()
https://openalex.org/W3118870843,2021,set()
https://openalex.org/W3118891734,2021,set()
https://openalex.org/W3118896294,2020,set()
https://openalex.org/W3118907974,2021,{None}
https://openalex.org/W3118918811,2021,set()
https://openalex.org/W3118924560,2020,set()
https://openalex.org/W3118925091,2021,set()
https://openalex.org/W3118953641,2021,{None}
https://openalex.org/W3118962099,2021,set()
https://openalex.org/W3118964137,2021,set()
https://openalex.org/W3118964223,2021,{'Georg-August-Universität Göttingen'}
https://openalex.org/W3118964977,2021,set()
https://openalex.org/W3118965163,2021,set()
https://openalex.org/W3118967452,2021,set()
https://openalex.org/W3118971591,2021,set()
https://openalex.org/W3118983549,2021,set()
https://openalex.org/W3118992542,2021,set()
https://openalex.org/W3118996215,2021,set()
https://openalex.org/W3119008330,2020,{None}
https://openalex.org/W3119010570,2020,set()
https://openalex.org/W3119029679,2020,set()
https://openalex.org/W3119040803,2021,set()
https://openalex.org/W3119043946,2021,{None}
https://openalex.org/W3119044986,2020,set()
https://openalex.org/W3119068023,2021,set()
https://openalex.org/W3119074242,2020,{'Georg-August-Universität Göttingen'}
https://openalex.org/W3119079323,2021,set()
https://openalex.org/W3119086862,2021,set()
https://openalex.org/W3119087472,2021,set()
https://openalex.org/W3119089618,2021,set()
https://openalex.org/W3119091868,2020,set()
https://openalex.org/W3119096325,2021,set()
https://openalex.org/W3119098014,2021,"{'Laser Zentrum Hannover e.V. (LZH)', 'Technische Universität Braunschweig'}"
https://openalex.org/W3119102879,2021,set()
https://openalex.org/W3119126409,2021,set()
https://openalex.org/W3119129374,2021,set()
https://openalex.org/W3119138004,2021,set()
https://openalex.org/W3119140879,2020,set()
https://openalex.org/W3119145463,2021,set()
https://openalex.org/W3119148413,2020,set()
https://openalex.org/W3119149963,2021,set()
https://openalex.org/W3119158327,2021,{None}
https://openalex.org/W3119159973,2021,set()
https://openalex.org/W3119160405,2021,set()
https://openalex.org/W3119162059,2020,set()
https://openalex.org/W3119162920,2021,set()
https://openalex.org/W3119167265,2021,{'Medizinische Hochschule Hannover (MHH)'}
https://openalex.org/W3119182831,2021,set()
https://openalex.org/W3119192735,2021,set()
https://openalex.org/W3119201310,2021,set()
https://openalex.org/W3119201334,2021,set()
https://openalex.org/W3119202607,2021,set()
https://openalex.org/W3119203070,2020,set()
https://openalex.org/W3119203274,2021,{None}
https://openalex.org/W3119208442,2021,set()
https://openalex.org/W3119210576,2021,set()
https://openalex.org/W3119213458,2021,set()
https://openalex.org/W3119222090,2020,set()
https://openalex.org/W3119226720,2021,set()
https://openalex.org/W3119231246,2021,set()
https://openalex.org/W3119238816,2020,set()
https://openalex.org/W3119240963,2020,set()
https://openalex.org/W3119242572,2020,set()
https://openalex.org/W3119245082,2021,set()
https://openalex.org/W3119245970,2021,set()
https://openalex.org/W3119247165,2020,set()
https://openalex.org/W3119249226,2021,set()
https://openalex.org/W3119250213,2021,set()
https://openalex.org/W3119261037,2021,set()
https://openalex.org/W3119267175,2021,set()
https://openalex.org/W3119276850,2021,set()
https://openalex.org/W3119279182,2021,{'Deutsches Institut für Lebensmitteltechnik e.V.'}
https://openalex.org/W3119285555,2021,set()
https://openalex.org/W3119288566,2021,set()
https://openalex.org/W3119291620,2021,set()
https://openalex.org/W3119298422,2021,set()
https://openalex.org/W3119305335,2021,set()
https://openalex.org/W3119329288,2021,set()
https://openalex.org/W3119340719,2021,set()
https://openalex.org/W3119343022,2021,set()
https://openalex.org/W3119343466,2021,set()
https://openalex.org/W3119346025,2021,set()
https://openalex.org/W3119347713,2021,set()
https://openalex.org/W3119359263,2020,set()
https://openalex.org/W3119361658,2021,set()
https://openalex.org/W3119369376,2021,{'Physikalisch-Technische Bundesanstalt (PTB)'}
https://openalex.org/W3119372984,2020,set()
https://openalex.org/W3119378688,2020,set()
https://openalex.org/W3119381875,2021,set()
https://openalex.org/W3119398469,2021,set()
https://openalex.org/W3119400137,2021,set()
https://openalex.org/W3119400744,2021,set()
https://openalex.org/W3119409102,2021,set()
https://openalex.org/W3119410488,2021,set()
https://openalex.org/W3119413273,2021,set()
https://openalex.org/W3119416451,2021,set()
https://openalex.org/W3119419336,2021,set()
https://openalex.org/W3119419377,2021,set()
https://openalex.org/W3119424236,2021,set()
https://openalex.org/W3119426529,2021,set()
https://openalex.org/W3119427681,2021,{'Deutsches Primatenzentrum GmbH - Leibniz-Institut für Primatenforschung (DPZ)'}
https://openalex.org/W3119430064,2021,set()
https://openalex.org/W3119436000,2021,set()
https://openalex.org/W3119443251,2020,set()
https://openalex.org/W3119444798,2021,set()
https://openalex.org/W3119446940,2021,set()
https://openalex.org/W3119467211,2021,set()
https://openalex.org/W3119472672,2021,set()
https://openalex.org/W3119484275,2021,set()
https://openalex.org/W3119501047,2020,set()
https://openalex.org/W3119512273,2021,set()
https://openalex.org/W3119533143,2021,set()
https://openalex.org/W3119537859,2021,set()
https://openalex.org/W3119539124,2021,set()
https://openalex.org/W3119545221,2021,set()
https://openalex.org/W3119549878,2022,set()
https://openalex.org/W3119554819,2021,set()
https://openalex.org/W3119555536,2021,set()
https://openalex.org/W3119569541,2021,set()
https://openalex.org/W3119578025,2021,set()
https://openalex.org/W3119593168,2021,set()
https://openalex.org/W3119596515,2021,set()
https://openalex.org/W3119600073,2021,set()
https://openalex.org/W3119603737,2021,set()
https://openalex.org/W3119615559,2021,set()
https://openalex.org/W3119619653,2021,set()
https://openalex.org/W3119624105,2020,{None}
https://openalex.org/W3119628982,2020,{'Gottfried Wilhelm Leibniz Universität Hannover'}
https://openalex.org/W3119641205,2020,set()
https://openalex.org/W3119644300,2021,set()
https://openalex.org/W3119647831,2020,set()
https://openalex.org/W3119649935,2021,set()
https://openalex.org/W3119651368,2021,set()
https://openalex.org/W3119660641,2021,set()
https://openalex.org/W3119666869,2021,set()
https://openalex.org/W3119668439,2021,set()
https://openalex.org/W3119682462,2021,set()
https://openalex.org/W3119684694,2021,set()
